name,slug,threadcount,palette,colors_hex,symmetric,thread_total,verification,confirmed_by
Anderson (Highland Society of London),anderson-highland-society-of-london,R/12 A20 R4 K4 R4 A54 K12 W12 K8 Y4 K8 Y4 K16 R4 B16 R8 G20 R4 B4 R8 B4 R4 G20 R/12,R#DC0000 A#3C82AF K#101010 W#E0E0E0 Y#E8C000 B#2C4084 G#005020,#DC0000|#3C82AF|#101010|#E0E0E0|#E8C000|#2C4084|#005020,yes,508,C_dual_register_scrape,
Anderson (MacGregor-Hastie #1),anderson-macgregor-hastie-1,R/8 A16 K2 R4 K2 A51 K8 W8 K6 Y4 K4 Y4 K12 R4 K12 R4 G16 K2 R4 K2 R16 G/8,R#DC0000 A#3C82AF K#101010 W#E0E0E0 Y#E8C000 G#005020,#DC0000|#3C82AF|#101010|#E0E0E0|#E8C000|#005020,yes,378,C_dual_register_scrape,
Anderson (MacGregor-Hastie #2),anderson-macgregor-hastie-2,R/8 A20 K2 R4 K2 A64 B8 W10 K8 Y4 K4 Y4 K16 R4 B16 G18 K2 R4 K2 G16 R/8,R#DC0000 A#3C82AF K#101010 B#2C4084 W#E0E0E0 Y#E8C000 G#005020,#DC0000|#3C82AF|#101010|#2C4084|#E0E0E0|#E8C000|#005020,yes,432,C_dual_register_scrape,
Anderson (MacGregor-Hastie #3),anderson-macgregor-hastie-3,R/12 A20 R4 K4 R4 A54 K12 W12 K8 Y4 K6 Y4 K18 R4 K18 R8 G20 R4 K4 R8 K4 R4 G20 R/12,R#DC0000 A#3C82AF K#101010 W#E0E0E0 Y#E8C000 G#005020,#DC0000|#3C82AF|#101010|#E0E0E0|#E8C000|#005020,yes,512,C_dual_register_scrape,
Anderson (MacGregor-Hastie #4),anderson-macgregor-hastie-4,R/4 A6 R2 K2 R2 A36 K4 W4 K4 Y2 K2 Y2 K4 R2 B4 R6 G12 R2 G4 R6 G4 R2 G12 R/8,R#DC0000 A#3C82AF K#101010 W#E0E0E0 Y#E8C000 B#2C4084 G#005020,#DC0000|#3C82AF|#101010|#E0E0E0|#E8C000|#2C4084|#005020,yes,260,C_dual_register_scrape,
Anderson (Paton),anderson-paton,R/5 T14 K2 R3 K2 T14 R3 B12 R3 K12 Y3 K3 Y3 K6 W6 K6 A40 K2 R3 K2 A12 T/6,R#DC0000 T#503C14 K#101010 B#2C4084 Y#E8C000 W#E0E0E0 A#3C82AF,#DC0000|#503C14|#101010|#2C4084|#E8C000|#E0E0E0|#3C82AF,yes,313,C_dual_register_scrape,
Anderson (STS),anderson-sts,R/6 A8 R2 B2 R2 A28 B8 W6 K4 Y2 K4 Y2 K8 R2 B8 R4 G12 R2 B2 R4 B2 R2 G12 R/6,R#DC0000 A#3C82AF B#2C4084 W#E0E0E0 K#101010 Y#E8C000 G#005020,#DC0000|#3C82AF|#2C4084|#E0E0E0|#101010|#E8C000|#005020,yes,264,C_dual_register_scrape,
"Anderson (W L Anderson, Stirling)",anderson-w-l-anderson-stirling,R/8 B12 K2 R4 K2 B32 P6 W6 K6 Y4 K4 Y4 K10 R4 P10 G14 K2 R4 K2 G14 R/8,R#DC0000 B#2C4084 K#101010 P#5A008C W#E0E0E0 Y#E8C000 G#005020,#DC0000|#2C4084|#101010|#5A008C|#E0E0E0|#E8C000|#005020,yes,300,C_dual_register_scrape,
Anderson Blue,anderson-blue,B/16 K2 FG2 K2 B44 FG2 K28 FG2 W4 FG2 W12 K6 FG2 W6 FG/2,K#101010 FG#A07C58 W#E0E0E0 WG#408060 B#6480AC,#6480AC|#101010|#A07C58|#E0E0E0|#408060,yes,246,C_dual_register_scrape,
Anderson Blue (Westwood),anderson-blue-westwood,DR6 FSB8 DR2 K4 DR2 FSB36 K8 LN8 K8 MY4 K4 MY4 K8 DR20 FSB14 DR4 FSB10 DR8,K#101010 DR#880000 FSB#2474E8 LN#C0C0C0 MY#D09800,#880000|#2474E8|#101010|#C0C0C0|#D09800,no,158,C_dual_register_scrape,
Anderson Dress,anderson-dress,R/4 G8 R4 G8 R2 K4 Y4 K4 Y2 W4 Y2 K4 Y2 W24 R4 W10 R/6,R#DC0000 G#005020 K#101010 Y#E8C000 W#E0E0E0,#DC0000|#005020|#101010|#E8C000|#E0E0E0,yes,182,A_two_plus_independent_archives,weddslist; house-of-tartan
Anderson Green,anderson-green,DG/128 E4 AY4 DG4 K4 FG4 K4 FG4 K4 E12 DG8 K4 FG16 K4 AY/4,AY#DC943C K#101010 DG#003820 E#4C3428 FG#A07C58 G#006818,#003820|#4C3428|#DC943C|#101010|#A07C58|#006818,yes,284,C_dual_register_scrape,
Anderson Old (Makinlay),anderson-old-makinlay,R/16 A32 K2 R8 K2 A104 W16 K2 Y4 K8 Y4 K28 R4 A28 G32 K2 R8 K2 G32 R/16,R#DC0000 A#3C82AF K#101010 W#E0E0E0 Y#E8C000 G#005020,#DC0000|#3C82AF|#101010|#E0E0E0|#E8C000|#005020,yes,668,A_two_plus_independent_archives,weddslist; house-of-tartan
Anderson Red (Westwood) (Estimated threadcount),anderson-red-westwood-estimated-threadcount,R/8 A10 R4 A14 R20 K8 MY4 K4 MY4 K8 W8 K8 A36 R2 K4 R2 A8 R/6,K#101010 DCR#A00048 DR#880000 DW#C0C0C0 MY#D09800 RB#1C0070 R#C80000 W#E0E0E0 ALB#48A4C0 A#5C8CA8,#C80000|#5C8CA8|#101010|#D09800|#E0E0E0|#A00048|#880000|#C0C0C0|#1C0070|#48A4C0,yes,302,C_dual_register_scrape,
Anderson of Ardbrake,anderson-of-ardbrake,LB/4 G8 K6 LB2 R44 B4 K6 W8 K6 Y4 K4 Y4 K8 R4 LB6 B10 G18 R4 K/26,LB#2888C4 G#006818 K#101010 R#C80000 W#E0E0E0 Y#E8C000 B#2C2C80,#2888C4|#006818|#101010|#C80000|#2C2C80|#E0E0E0|#E8C000,yes,322,B_one_independent_archive,tartans-authority
Anderson of Kinneddar Hunting,anderson-of-kinneddar-hunting,XR/8 A10 XR4 A14 XR8 B10 XR6 K10 DY4 K6 DY4 K8 W8 K8 G36 XR2 K4 XR2 G8 XR/6,K#101010 G#006818 W#E0E0E0 DY#E8C000 B#2C2C80 A#5C8CA8 XR#C80000,#C80000|#5C8CA8|#2C2C80|#101010|#E8C000|#E0E0E0|#006818,yes,318,C_dual_register_scrape,
Anderson of Kinnedear Red,anderson-of-kinnedear-red,RB/6 DR12 RB2 G4 RB2 DR44 K8 G4 K8 MY4 K4 MY4 K8 DR6 RB12 DR8 RB4 DR4 RB12 DR/8,K#101010 DR#880000 G#006818 MY#D09800 RB#1C0070,#1C0070|#880000|#006818|#101010|#D09800,yes,314,B_one_independent_archive,tartans-authority
Angotta,angotta,R/2 B80 R2 B4 DY8 B10 DY4 B10 DY2 B2 DY2 B2 DY/12,R#EE0000 DY#CDAD00 B#380474,#EE0000|#380474|#CDAD00,yes,266,B_one_independent_archive,tartans-authority
"Angove, the Black Swan",angove-the-black-swan,B/36 NB4 K4 B4 NB4 K2 B4 K16 G2 Y2 G12 K16 B28 K4 G/4,K#1C1714 B#373875 G#649848 Y#F8E38C NB#433A5A,#373875|#433A5A|#1C1714|#649848|#F8E38C,yes,244,C_dual_register_scrape,
Angus,angus,K/12 DR4 K56 B56 DR4 B4 DR4 B4 DR/8,K#101010 DR#880000 RB#1C0070 B#2C2C80 BL#1474B4,#101010|#880000|#2C2C80|#1C0070|#1474B4,yes,284,B_one_independent_archive,tartans-authority
Angus (Paton),angus-paton,K/54 R26 K54 R4 K4 R4 K4 R4 K4 R4 K4 R4 K4 R4 K4 W12 K6 W12 K6 W12 K6 W12 K6 W/12,K#101010 R#DC0000 W#E0E0E0,#101010|#DC0000|#E0E0E0,yes,466,B_one_independent_archive,weddslist
Angus Dress (Convergence 98),angus-dress-convergence-98,R/8 BL4 R4 BL4 R4 BL56 K56 R4 K12 R4 K56 WW56 R4 WW4 R4 WW4 R/8,K#101010 CW#FCFCFC DR#880000 RB#1C0070 B#2C2C80 BL#1474B4 WW#FCFCFC R#C80000,#C80000|#1474B4|#101010|#FCFCFC|#880000|#1C0070|#2C2C80,yes,568,C_dual_register_scrape,
Angus Dress 1992 (Dance),angus-dress-1992-dance,K/6 R2 K64 B12 WW40 B4 R2 B4 R2 B4 R/6,K#101010 B#2C2C80 R#C80000 WW#FCFCFC,#101010|#C80000|#2C2C80|#FCFCFC,yes,280,B_one_independent_archive,tartans-authority
Annan,annan,LT/12 N40 K32 LT12 N4 LT8 O8 LT8 N4 LT/60,LT#BE7832 N#808080 K#101010 O#FA4B00,#BE7832|#808080|#101010|#FA4B00,yes,304,B_one_independent_archive,weddslist
Annand Family (Personal),annand-family-personal,P/8 LT16 G4 LT4 LO4 LT4 G4 LT4 T12 G20 LT/6,P#780078 LO#EC8048 T#604000 G#006818 LT#A08858,#780078|#A08858|#006818|#EC8048|#604000,yes,158,C_dual_register_scrape,
Anne Arundel County,anne-arundel-county,G/8 NB14 B66 K18 DO4 K18 N20 R/8,G#006818 NB#003C64 B#2C2C80 DO#B84C00 K#101010 N#888888 R#C80000,#006818|#003C64|#2C2C80|#101010|#B84C00|#888888|#C80000,yes,296,A_two_plus_independent_archives,weddslist; tartans-authority
Antarctic,antarctic,A/2 W76 N4 W4 N11 O11 DY7 K11 W4 A11 RB32 W/2,A#5C8CA8 K#101010 DY#E8C000 N#888888 O#D87C00 RB#1C0070 W#E0E0E0 G#006818,#5C8CA8|#E0E0E0|#888888|#D87C00|#E8C000|#101010|#1C0070|#006818,yes,346,A_two_plus_independent_archives,weddslist; tartans-authority
Anthony Plaid Blue,anthony-plaid-blue,RB/72 G4 DY12 G4 DW4 RB4 DR8 G8 DR8 DW/8,DR#880000 DY#E8C000 G#006818 DW#B8B8B8 RB#1C0070,#1C0070|#006818|#E8C000|#B8B8B8|#880000,yes,184,C_dual_register_scrape,
Anthony Plaid Ecru,anthony-plaid-ecru,DW/72 K4 DY12 K4 DW8 DR8 K8 DR8 DW/8,K#101010 DR#880000 DY#E8C000 DW#B8B8B8,#B8B8B8|#101010|#E8C000|#880000,yes,184,C_dual_register_scrape,
Anthony Plaid Red,anthony-plaid-red,DR/72 K4 DY12 K4 DW4 DR12 K8 DR8 DW/8,K#101010 DR#880000 DY#E8C000 DW#B8B8B8,#880000|#101010|#E8C000|#B8B8B8,yes,184,C_dual_register_scrape,
Anthony Plaid Stewart,anthony-plaid-stewart,DG/72 K4 DY12 K4 DW4 DG4 DR8 K8 DR8 DW/8,DG#003820 DR#880000 K#101010 DW#B8B8B8 DY#E8C000,#003820|#101010|#E8C000|#B8B8B8|#880000,yes,184,C_dual_register_scrape,
Antigonish,antigonish,A/16 B4 A16 B96 WW24 B16 WW4 B/8,WW#FCFCFC B#2C2C80 A#5C8CA8,#5C8CA8|#2C2C80|#FCFCFC,yes,344,C_dual_register_scrape,
Antigonish Centennial,antigonish-centennial,K/8 LN4 RB10 LN14 RB18 G28 N8 G2 N/8,K#101010 G#006818 N#888888 LN#C0C0C0 RB#1C0070,#101010|#C0C0C0|#1C0070|#006818|#888888,yes,184,C_dual_register_scrape,
Antigua & Barbuda,antigua-and-barbuda,R/60 LG6 O6 LG6 O6 LG6 O6 LG6 O6 LG6 O6 LG6 O20 R/10,K#101010 G#006818 R#C80000 O#D87C00 W#E0E0E0 LG#289C18,#C80000|#289C18|#D87C00|#101010|#006818|#E0E0E0,yes,242,B_one_independent_archive,tartans-authority
Antique 2000,antique-2000,NB/20 R2 NB2 R2 NB2 K12 TK18 AB/4,AB#1870A4 K#101010 TK#8C7038 NB#003C64 R#C80000,#003C64|#C80000|#101010|#8C7038|#1870A4,yes,100,B_one_independent_archive,tartans-authority
"Antonelli (Oklahoma), John (Personal)",antonelli-oklahoma-john-personal,DB/25 G25 DB25 R25 LB25 K/25,DB#000080 G#008B00 R#FF0000 LB#82CFFD K#101010,#000080|#008B00|#FF0000|#82CFFD|#101010,yes,250,C_dual_register_scrape,
"Antrim, County",antrim-county,GN/10 BN4 GN36 GO4 BN10 GO4 MR10 BN34 GN4 GO/8,BN#14283C GO#BC8C00 GN#406054 MR#C04C08,#406054|#14283C|#BC8C00|#C04C08,yes,230,B_one_independent_archive,tartans-authority
Anzac,anzac,G/8 K52 LN16 E8 LN16 K16 LN8 K/84,K#101010 E#4C3428 G#006818 LN#C0C0C0,#006818|#101010|#C0C0C0|#4C3428,yes,324,B_one_independent_archive,tartans-authority
Aon,aon,R/20 DB40 R20 HG20 R100 Y/4,DB#202060 HG#285800 R#C80000 Y#E8C000,#C80000|#202060|#285800|#E8C000,yes,384,B_one_independent_archive,tartans-authority
Apache,apache,K/30 B14 N6 K26 N6 B14 K46 N6 B14 DY4 P8 DY/4,K#101010 N#888888 B#2C2C80 P#780078 DY#E8C000 AY#DC943C LO#EC8048,#101010|#2C2C80|#888888|#E8C000|#780078|#DC943C|#EC8048,yes,322,B_one_independent_archive,tartans-authority
Applecross,applecross,G/36 R4 G14 R/36,XR#C80000 G#006818 R#C80000 WG#408060 DBG#005448,#006818|#C80000|#408060|#005448,yes,108,B_one_independent_archive,weddslist
Aquascutum,aquascutum,DB/12 W24 T/12,T#604000 DB#202060 W#E0E0E0,#202060|#E0E0E0|#604000,yes,72,C_dual_register_scrape,
Aragon (Erskine),aragon-erskine,R/8 K2 R56 K48 R2 K/12,K#101010 R#C80000,#C80000|#101010,yes,236,C_dual_register_scrape,
Arbroath Smokie,arbroath-smokie,GO/2 DR90 BN46 W2 BN12 R4 GO2 R4 GO/2,R#C80000 BN#14283C DB#202060 GO#BC8C00 W#E0E0E0 DR#880000,#BC8C00|#880000|#14283C|#E0E0E0|#C80000|#202060,yes,324,B_one_independent_archive,tartans-authority
Arbuthnott,arbuthnott,B/8 K2 B2 K2 B2 K8 G4 W2 G4 B4 G4 W2 G4 K8 B10 K2 B/2,W#E0E0E0 G#006818 K#101010 B#5C8CA8,#5C8CA8|#101010|#006818|#E0E0E0,yes,130,B_one_independent_archive,weddslist
Arbutus,arbutus,DW/4 DG6 DT4 GO4 DG4 DT4 DG20 GO4 DW4 GO4 DG4 GO12 DG6 DW/80,DT#441800 GO#BC8C00 G#006818 DW#F8F4D0 DG#003820,#F8F4D0|#003820|#441800|#BC8C00|#006818,yes,236,C_dual_register_scrape,
Arctic,arctic,FSB/4 CW24 LN4 CW4 LN8 R8 AG8 K8 CW4 FSB8 RB64 CW/4,AG#00643C K#101010 CW#FCFCFC FSB#2474E8 LN#C0C0C0 R#C80000 RB#1C0070,#2474E8|#FCFCFC|#C0C0C0|#C80000|#00643C|#101010|#1C0070,yes,288,C_dual_register_scrape,
Ardmore,ardmore,DN/16 K4 DN12 FG32 W4 K16 FG4 K/42,K#101010 FG#A07C58 W#E0E0E0 WG#408060 N#888888 DN#5C5C5C,#5C5C5C|#101010|#A07C58|#E0E0E0|#408060|#888888,yes,202,B_one_independent_archive,tartans-authority
Arduaine Red,arduaine-red,NB/6 SCR16 W6 SCR48 W60 K4 W/10,W#F0E0C8 SCR#C8002C NB#003C64 K#101010,#003C64|#C8002C|#F0E0C8|#101010,yes,284,B_one_independent_archive,tartans-authority
Argentina,argentina,B/6 VDB72 B6 VDB6 B66 W6 B/10,B#2C2C80 WW#FCFCFC W#E0E0E0 VDB#00002C,#2C2C80|#00002C|#E0E0E0|#FCFCFC,yes,328,B_one_independent_archive,weddslist
Argentine Flag,argentine-flag,A/52 W4 Y2 W6 Y4 W6 Y/8,A#0099CC W#FCFCFC Y#FFFF00,#0099CC|#FCFCFC|#FFFF00,yes,104,B_one_independent_archive,tartans-authority
Argyle Dress,argyle-dress,B8 K6 G34 K34 B30 K6 R8 K6 B30 K34 W6 B8 W50 B6 W12 B6 W50 B8 W6 K34 G34 K6,K#101010 B#2C2C80 G#006818 R#C80000 W#E0E0E0,#2C2C80|#101010|#006818|#C80000|#E0E0E0,no,422,B_one_independent_archive,tartans-authority
Argyll,argyll,A/4 K2 G16 K16 B16 K2 R/4,A#5C8CA8 K#101010 B#2C2C80 G#006818 R#C80000,#5C8CA8|#101010|#006818|#2C2C80|#C80000,yes,112,B_one_independent_archive,tartans-authority
Argyll Campbell,argyll-campbell,B/4 K4 B36 K40 G36 W8 G36 K40 B34 K/6,B#2C4084 K#101010 G#005020 W#E0E0E0,#2C4084|#101010|#005020|#E0E0E0,yes,478,B_one_independent_archive,weddslist
Arizona,arizona,LT/12 G8 WW8 R8 LT48 K8 G48 R8 G8 A8 G8 Y/8,A#5C8CA8 Y#E8C000 K#101010 WW#FCFCFC R#C80000 G#006818 LT#A08858 LY#C4BC68 GO#BC8C00 AY#DC943C,#A08858|#006818|#FCFCFC|#C80000|#101010|#5C8CA8|#E8C000|#C4BC68|#BC8C00|#DC943C,yes,340,B_one_independent_archive,tartans-authority
Arkansas,arkansas,G/8 K12 G12 S24 G48 WW4 G/12,K#101010 HG#285800 S#C8002C WW#FCFCFC G#006818 LG#289C18,#006818|#101010|#C8002C|#FCFCFC|#285800|#289C18,yes,220,A_two_plus_independent_archives,weddslist; tartans-authority
Arkansas (Unofficial),arkansas-unofficial,MG/10 B4 MG4 B5 MG6 Y10 R6 MG18 Y/4,MG#003C14 B#2C4084 Y#E8C000 R#DC0000,#003C14|#2C4084|#E8C000|#DC0000,yes,120,C_dual_register_scrape,
"Armagh, County",armagh-county,DBG/4 DG22 DBG6 DG4 DR8 DG4 DBG34 LY4 DBG/8,DBG#005448 DG#003820 DR#880000 LY#C4BC68,#005448|#003820|#880000|#C4BC68,yes,176,B_one_independent_archive,tartans-authority
Armstrong,armstrong,G/4 K2 G60 K24 B4 K2 B2 K2 B24 R/6,K#101010 DB#202060 DG#003820 R#C80000 G#006818 B#2C2C80,#006818|#101010|#2C2C80|#C80000|#202060|#003820,yes,250,A_two_plus_independent_archives,weddslist; house-of-tartan; tartans-authority
Arndt (Personal),arndt-personal,W/5 B5 R5 B25 K16 G18 K4 G5 K4 G18 K16 B25 K5 W/5,G#006818 K#101010 B#2C2C80 W#E0E0E0 R#C80000,#E0E0E0|#2C2C80|#C80000|#101010|#006818,yes,302,B_one_independent_archive,tartans-authority
Arnold (California),arnold-california,B/8 K2 DY4 K2 B6 K2 B4 K4 B4 K8 B4 K4 B4 K2 B6 R2 B8 K38 P2 K4 P6 K8 B8 K2 W/4,B#00008C DY#E0A126 W#FCFCFC K#000000 P#4B3971 R#FF0000,#00008C|#000000|#E0A126|#FF0000|#4B3971|#FCFCFC,yes,280,C_dual_register_scrape,
Arran (Pendleton),arran-pendleton,A/48 K4 A4 K4 A4 DB32 W36 N/8,A#3C82AF K#101010 DB#080848 W#E0E0E0 N#808080,#3C82AF|#101010|#080848|#E0E0E0|#808080,yes,224,B_one_independent_archive,weddslist
Arran (Strathmore),arran-strathmore,P/120 G8 P8 G8 P8 K28 R4 K10 R6 K6 R8 K4 R10 W/6,K#101010 G#006818 P#780078 R#C80000 W#E0E0E0,#780078|#006818|#101010|#C80000|#E0E0E0,yes,342,C_dual_register_scrape,
"Arran, Isle of (Lochcarron)",arran-isle-of-lochcarron,DP4 G4 DP4 G4 DP80 G4 DP4 G4 DP4 K14 S2 K4 S4 K4 S4 K2 S6 WW4 S6 K2 S4 K4 S4 K4 S2 K14 DN20 K4 DN8 K4 DN20 K14 S2 K4 S4 K4 S4 K2 S6 WW4 S6 K2 S4 K4 S4 K4 S2 K14,K#101010 DN#5C5C5C DP#440044 G#006818 S#C8002C W#E0E0E0 WW#FCFCFC,#440044|#006818|#101010|#C8002C|#FCFCFC|#5C5C5C|#E0E0E0,no,336,C_dual_register_scrape,
"Arran, Isle of (Strathmore)",arran-isle-of-strathmore,DP/172 DN8 DP8 DN8 DP8 K32 DR4 K8 DR6 K6 DR8 K4 DR12 WW6 DR12 K4 DR8 K6 DR6 K8 DR4 K32 DN48 K8 DN/20,K#101010 DN#5C5C5C DP#440044 DR#880000 DW#B8B8B8 WW#FCFCFC,#440044|#5C5C5C|#101010|#880000|#FCFCFC|#B8B8B8,yes,700,C_dual_register_scrape,
Arrol,arrol,R/8 B16 K16 G16 W4 G16 K16 G16 W/4,B#00008C G#007800 R#880000 Y#C88C00 K#000000 W#C8C8C8 A#788CB4 P#64008C,#880000|#00008C|#000000|#007800|#C8C8C8|#C88C00|#788CB4|#64008C,yes,212,B_one_independent_archive,tartans-authority
Art Pewter Silver,art-pewter-silver,R/6 DB16 K8 OG24 YT2 OG24 K8 DB/24,K#101010 DB#202060 OG#5C6428 R#C80000 YT#D8B000,#C80000|#202060|#101010|#5C6428|#D8B000,yes,194,B_one_independent_archive,tartans-authority
Asher (Personal),asher-personal,DG/80 DY4 RB6 R8 RB6 DY4 DG80 W/6,DG#003820 DY#E8C000 R#C80000 RB#1C0070 W#E0E0E0,#003820|#E8C000|#1C0070|#C80000|#E0E0E0,yes,302,B_one_independent_archive,tartans-authority
Asile,asile,B/6 N2 P4 N2 K12 N2 P4 N2 B32 K32 P2 N4 P2 B12 P2 N4 P2 K/6,P#780078 N#888888 B#003C64 K#101010,#003C64|#888888|#780078|#101010,yes,252,C_dual_register_scrape,
Asman Hunting (Personal),asman-hunting-personal,B/8 DY6 B44 R12 WW4 K12 WW4 B12 N40 K6 N/8,K#101010 DB#202060 GO#BC8C00 DR#880000 E#4C3428 W#E0E0E0 WW#FCFCFC N#888888 R#C80000 DY#E8C000 B#2C2C80,#2C2C80|#E8C000|#C80000|#FCFCFC|#101010|#888888|#202060|#BC8C00|#880000|#4C3428|#E0E0E0,yes,296,B_one_independent_archive,tartans-authority
Asman Red (Personal),asman-red-personal,B/8 DY6 B44 N12 WW4 K12 WW4 R52 K6 R/8,K#101010 DB#202060 GO#BC8C00 DR#880000 E#4C3428 LN#C0C0C0 WW#FCFCFC R#C80000 DY#E8C000 B#2C2C80 N#888888,#2C2C80|#E8C000|#888888|#FCFCFC|#101010|#C80000|#202060|#BC8C00|#880000|#4C3428|#C0C0C0,yes,296,C_dual_register_scrape,
"Asman, Day Tan (Personal)",asman-day-tan-personal,OG/8 K4 OG36 LT12 LN4 K12 LN4 R12 LT36 MY4 LT/8,K#101010 LT#A08858 LN#C0C0C0 MY#D09800 OG#5C6428 R#C80000,#5C6428|#101010|#A08858|#C0C0C0|#C80000|#D09800,yes,264,B_one_independent_archive,tartans-authority
Atholl,atholl,BL/50 K8 BL8 K8 BL8 K52 G50 R18 G50 K52 BL50 K4 R/18,K#101010 DB#202060 DG#003820 R#C80000 G#006818 B#2C2C80 BL#1474B4,#1474B4|#101010|#006818|#C80000|#202060|#003820|#2C2C80,yes,684,C_dual_register_scrape,
Atholl Highlanders,atholl-highlanders,LR/16 K6 RB40 K40 DBG40 LR/16,K#101010 DBG#005448 LR#D05054 RB#1C0070,#D05054|#101010|#1C0070|#005448,yes,284,B_one_independent_archive,tartans-authority
Atikokan,atikokan,W/8 LG12 LT12 R12 LN12 LB64 Y/24,LB#0596FA R#DC0000 Y#E8C000 W#E0E0E0 LG#289C18 LN#C0C0C0 LT#BE7832,#E0E0E0|#289C18|#BE7832|#DC0000|#C0C0C0|#0596FA|#E8C000,yes,256,A_two_plus_independent_archives,weddslist; tartans-authority
Atlantic Police Academy,atlantic-police-academy,G/4 R4 RB66 W6 LY8 K/66,G#005020 R#DC0000 RB#000064 W#E0E0E0 LY#FADC00 K#101010,#005020|#DC0000|#000064|#E0E0E0|#FADC00|#101010,yes,238,B_one_independent_archive,tartans-authority
Atlin,atlin,DB/4 XT6 DB80 XT28 DB28 XT/28,DB#000064 XT#381C0C,#000064|#381C0C,yes,316,B_one_independent_archive,tartans-authority
Aubigny,aubigny,ARR/10 K4 ARR36 K18 BDY8 K4 BDY6 K4 BDY/40,ARR#B00000 BDY#C89800 K#000000,#B00000|#000000|#C89800,yes,210,B_one_independent_archive,tartans-authority
Auburn University (Alabama),auburn-university-alabama,DB/6 DO6 DB48 DO60 DB6 DO/4,DO#D87C00 DB#2C2C80 BL#1474B4,#2C2C80|#D87C00|#1474B4,yes,250,B_one_independent_archive,tartans-authority
Auchairne,auchairne,DB/12 LSB8 DB140 LRB6 DB14 LRB/22,DN#5C5C5C DR#880000 N#888888 RB#1C0070 LSB#98C8E8 DB#1C1C50 B#2C2C80 LRB#1474B4,#1C1C50|#98C8E8|#1474B4|#5C5C5C|#880000|#888888|#1C0070|#2C2C80,yes,370,B_one_independent_archive,tartans-authority
Auchairne Grey,auchairne-grey,N/8 DN8 N112 XR8 N6 XR/26,XR#C80000 DN#5C5C5C N#888888,#888888|#5C5C5C|#C80000,yes,302,A_two_plus_independent_archives,weddslist; tartans-authority
Auchinachie,auchinachie,G/4 K4 B24 K8 R2 K8 A20 Y2 A20 K16 B24 K/4,B#004080 K#101010 G#008B45 R#8C1717 A#96C8A2 Y#FFF68F,#008B45|#101010|#004080|#8C1717|#96C8A2|#FFF68F,yes,264,B_one_independent_archive,tartans-authority
Auchtermuchty Tartan Army,auchtermuchty-tartan-army,B/160 R16 W2 R16 Y40 B/30,B#2C2C80 R#C80000 Y#E8C000 W#FCFCFC,#2C2C80|#C80000|#FCFCFC|#E8C000,yes,338,C_dual_register_scrape,
Auckland,auckland,DG/6 K6 B4 K32 B4 K4 B48 LN/4,K#101010 B#2C2C80 DG#003820 LN#C0C0C0,#003820|#101010|#2C2C80|#C0C0C0,yes,206,B_one_independent_archive,tartans-authority
Auld Lang Syne,auld-lang-syne,VLA/6 T6 K6 T42 FB42 K6 FB6 K/6,VLA#82F5FA T#503C14 K#101010 FB#07648C A#3C82AF,#82F5FA|#503C14|#101010|#07648C|#3C82AF,yes,228,B_one_independent_archive,tartans-authority
Auld Lang Syne (Philip King Tailoring),auld-lang-syne-philip-king-tailoring,LSB/6 TK6 K6 TK42 A42 K6 A6 K/6,LSB#98C8E8 TK#8C7038 A#5C8CA8 K#101010,#98C8E8|#8C7038|#101010|#5C8CA8,yes,228,B_one_independent_archive,tartans-authority
Auld Lang Syne (Viking Technology),auld-lang-syne-viking-technology,P/54 G12 P54 G56 P4 G4 P8 G4 P4 G56 P4 G4 P8 G4 P4 G56 P62 G12 P62 G56 P10 G14 P10 G56 P54 G12 P/54,P#5A008C G#005020,#5A008C|#005020,yes,1368,C_dual_register_scrape,
Auld Lang Syne Blue,auld-lang-syne-blue,W/4 LP12 K4 G20 K46 LP6 K6 LP6 K6 FSB18 K4 W/8,W#E0E0E0 LP#B468AC K#101010 G#006818 FSB#2474E8,#E0E0E0|#B468AC|#101010|#006818|#2474E8,yes,268,B_one_independent_archive,tartans-authority
Auld Reekie,auld-reekie,B/8 R6 B6 R44 G16 R/4,DG#003820 XR#C80000 DB#202060 B#2C2C80 R#C80000 G#006818,#2C2C80|#C80000|#006818|#003820|#202060,yes,156,B_one_independent_archive,weddslist
Auld Scotland,auld-scotland,LN/4 OG2 N24 DN24 OG24 RR24 LT6 RR6 LT24 RR/4,LN#D8C888 N#747C60 DN#5C5C5C RR#60082C LT#A08858 OG#5C6428 WB#789484,#D8C888|#5C6428|#747C60|#5C5C5C|#60082C|#A08858|#789484,yes,276,B_one_independent_archive,tartans-authority
Austin (Wilson's No 137),austin-wilsons-no-137,P/6 K6 P6 G12 R/4,P#5A008C K#101010 G#005020 R#DC0000,#5A008C|#101010|#005020|#DC0000,yes,58,C_dual_register_scrape,
Austin (Wilson's No 173),austin-wilsons-no-173,P/6 K6 P6 G12 Y/4,P#5A008C K#101010 G#005020 Y#E8C000,#5A008C|#101010|#005020|#E8C000,yes,58,C_dual_register_scrape,
Austin Clan,austin-clan,B/8 K8 B8 G18 K/4,K#101010 B#2C2C80 G#006818 BN#14283C DBG#005448,#2C2C80|#101010|#006818|#14283C|#005448,yes,80,A_two_plus_independent_archives,weddslist; tartans-authority
