name,slug,threadcount,palette,symmetric,thread_total,sources_verifying,verified_by,colour_agreement,primary_source,dissenting_sources,origin_url,stwr_ref,sta_ref,designer,tartan_date,register_category,restrictions,seo_search_volume
Irish American,irish-american,G/100 HG6 K6 HG18 B14 HG4 WW8 HG4 R10 HG4 G16 HG10 DY/8,K#101010 BLACK; Y#E8C000 YELLOW; WW#F8F8F8 WILSON WHITE; G#006818 GREEN; R#C80000 RED; B#2C2C80 BLUE; DY#E8C000 GOLD; HG#285800 HUNTING GREEN; DG#003820 DARK GREEN;,yes,308,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1852,2965,6104,Viking Technology Ltd,01/10/2003,Fashion,Yes. This tartan may not be reproduced in any form without the express written consent of USA Kilts Inc.,
Irish Diaspora,irish-diaspora,AB28 K6 AB28 K20 G80 K2 LG6 K2 W6 K2 DO6 K2 G80 K20,K#101010 BLACK; DB#202060 DARK BLUE; DO#B84C00 DARK ORANGE; G#006818 GREEN; LG#289C18 LIGHT GREEN; W#E0E0E0 WHITE; BL#1474B4 BALMORAL BLUE; AB#1870A4 ANC BLUE;,no,288,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1853,,5827,House of Edgar - Macnaughton Holdings Ltd.,01/04/2003,Fashion,,
Irish Heritage,irish-heritage,W/4 K6 G14 K6 G3 K75 G12 K6 G4 K6 G/4,W#E0E0E0 WHITE; K#101010 BLACK; G#006818 GREEN;,yes,272,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1854,,7018,"Roeger III, William C",01/12/2006,Fashion,Yes. Copyright holder: William C Roeger III /USA Kilts,
Irn Bru,irn-bru,O/98 B32 K4 CW6 B4 CW4 B6 O/4,K#101010 BLACK; B#0000FF BLUE; CW#FCFCFC CLEAR; O#FF5F04 ORANGE;,yes,214,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1856,2395,2395,Kinloch Anderson Ltd,01/08/1997,Corporate,Yes. This is a corporate tartan for Barr's Irn Bru.,
Iron Horse,iron-horse,K/48 DN16 LN12 K8 R4 W4 B4 K8 LN12 DN16 K/64,K#101010 BLACK; B#2C2C80 BLUE; DN#5C5C5C DARK GREY; LN#C0C0C0 LIGHT GRAY; W#E0E0E0 WHITE; R#FF0000 RED;,yes,280,2,Scottish Register of Tartans; House of Tartan,1/2,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5088,,3820,Ackerman/Stump,,Corporate,,
Iroquois Falls Centenary,iroquois-falls-centenary,DB/12 LB12 W2 T6 W2 T6 LG12 DG/36,DB#000080 DARK BLUE; LB#82CFFD LIGHT BLUE; W#FFFFFF WHITE; T#603311 TAN; LG#86C67C LIGHT GREEN; DG#006400 DARK GREEN;,yes,128,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10574,,,"Chircoski, Côté & Deneault",24/01/2012,Commemorative,"Yes. Users of this tartan should have a connection to the community of Iroquois Falls, Northeastern Ontario, Canada, through family, friends or work.Weavers of this tartan should have a connection to the community of Iroquois Falls, Northeastern Ontario, Canada, through family, friends or work.",
"Irvine Clan Tartan Tartan Number: 733. Earliest known date: c.1889 Scottish Tartans Society notes say that this tartan was 'first made by Peter MacArthur and Co, Hamilton'. MacKinlay, a tartan collector between 1930 and 1950, gives the earliest date as 1889 but it is not known upon what evidence. The name Irvine derives from an old parish name in Dumfries-shire, and from Irvine in Ayrshire. William de Irwyne obtained the forest of Drum in 1324, and is thus the ancestor of the Irvines of Drum. See products available Copyright © Blair Urquhart, Comrie, 2015",irvine-clan-tartan-tartan-number-733-earliest-known-date-c-1889-scottish-tartans-society-notes-say-that-this-tartan-was-first-made-by-peter-macarthur-and-co-hamilton-mackinlay-a-tartan-collector-between-1930-and-1950-gives-the-earliest-date-as-1889-but-it-is-not-known-upon-what-evidence-the-name-irvine-derives-from-an-old-parish-name-in-dumfries-shire-and-from-irvine-in-ayrshire-william-de-irwyne-obtained-the-forest-of-drum-in-1324-and-is-thus-the-ancestor-of-the-irvines-of-drum-see-products-available-copyright-blair-urquhart-comrie-2015,G/72 B36 K4 B4 W/4,K#101010 BLACK; B#2C2C80 BLUE; G#006818 GREEN; W#E0E0E0 WHITE;,yes,164,2,House of Tartan; Weddslist,2/2,House of Tartan,,http://www.house-of-tartan.scotland.net/house/TartanViewjs.asp?colr=Def&tnam=733,,,,,,,
Irving of Bonshaw Tower (Personal),irving-of-bonshaw-tower-personal,DR/4 G6 RB4 G28 RB28 DW/4,DR#880000 DARK RED; G#006818 GREEN; DW#B8B8B8 OFF WHITE; RB#1C0070 ROYAL BLUE;,yes,140,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1860,2490,2490,"Irving, Bruce",01/01/1992,Name,,
Irving of Glentulchan (Personal),irving-of-glentulchan-personal,R/6 G54 LSB54 K6 LSB6 W/6,K#101010; R#C80000; LSB#80A0B4; G#70A880; W#E0E0E0;,yes,252,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/1460/,1460,1460,"MacDonald, Peter",01/01/2002,Name,,
Isaia,isaia,LR/80 DR8 LR4 T4 LN4 T45 DN/8,LR#76333A LIGHT RED; DR#430506 DARK RED; T#2F0200 BROWN; LN#6C6964 LIGHT GREY; DN#42333A DARK GREY;,yes,218,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10330,,,"Isaia, Gianluca",30/11/2010,Fashion,Yes. For the use of ISAIA Napoli only.,
Isla Grant (Personal),isla-grant-personal,DB/8 R6 DB6 DG22 DB6 DG6 DB6 R8 DB6 CW6 DB6 K6 DB10 R6 DB6 R4 K/8,K#101010 BLACK; CW#FCFCFC CLEAR; DB#202060 DARK BLUE; DG#003820 DARK GREEN; R#C80000 RED;,yes,236,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1862,,5278,Lochcarron of Scotland,01/01/1996,Name,,
"Island of Innis, The",island-of-innis-the,K/4 MY44 ZR12 HG4 ZR36 K12 HG4 K/60,K#101010 BLACK; HG#285800 HUNTING GREEN; MY#D09800 M YELLOW; ZR#A00000 RUST;,yes,288,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1863,,5279,Aljean of Vancouver,01/01/1972,Fashion,,
Islander Dress,islander-dress,K/6 LSB38 MP18 W58 K/6,W#E0E0E0 WHITE; MP#9C68A4 MAUVE; K#101010 BLACK; LSB#98C8E8 LIGHT SKY;,yes,240,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10248,,,"Bingham, Acacia",01/06/2010,Fashion,Yes. This tartan is only to be worn by permission of the designer. It is intended for those people who live on islands separate from the mainland of a country. Right to weave reserved to House of Tartan.,
Isle of Barra,isle-of-barra,P/8 W48 LRB44 LB48 K4 LG/8,P#780078 PURPLE; W#E0E0E0 WHITE; LRB#1474B4 BALMORAL BLUE; LB#2888C4 LIGHT BLUE; K#101010 BLACK; LG#289C18 LIGHT GREEN; DP#440044 DARK PURPLE;,yes,304,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5642,,7623,,,District,,
Isle of Rona,isle-of-rona,Y/4 T30 N20 G20 LRB38 R/8,Y#B49830 YELLOW; T#744C00 BROWN; N#888888 GRAY; G#307840 GREEN; LRB#505874 BALMORAL BLUE; R#C80000 RED;,yes,228,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5775,,7819,,,District,,
Italian,italian,B48 K4 B48 K2 LN2 K2 G24 DR4 K4 DR4 G24 K2 LN2 K2 B48 DR4 LN4 LG4 B48 K2 LN2 K2 G24 DR4 K4 DR4 G24 K2 LN2 K2,K#101010 BLACK; DG#003820 DARK GREEN; DR#880000 DARK RED; LN#C0C0C0 LIGHT GRAY; LG#289C18 LIGHT GREEN; RB#1C0070 ROYAL BLUE; B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE; G#006818 GREEN;,no,352,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1870,2944,5285,Davidson/Cirignaco,01/01/2000,District,,
Italian American,italian-american,R/4 K2 W6 K2 B40 K80 G10 W6 R/3,R#92130D RED; K#101010 BLACK; G#004B11 GREEN; B#0D3B6D DARK COLONIAL BLUE; W#FFFFFF WHITE;,yes,299,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10135,,,"Roeger, Rocky & Licalzi, Tony",05/01/2010,Corporate,,
Italian National,italian-national,XR/6 CW4 LG10 K70 B80 DY/6,B#2C2C80 BLUE; DY#E8C000 YELLOW; K#101010 BLACK; BL#1474B4 BALMORAL BLUE; LG#289C18 LIGHT GREEN; CW#FCFCFC WILSON WHITE; XR#C80000 RED;,yes,340,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1871,,6315,"Lemetti, M/Neilson, R/Lemetti, G",01/01/2004,Fashion,,
Ithilien Heather (Personal),ithilien-heather-personal,BN/6 NB8 BN6 WR4 K40 NB24 OG6 WR4 DG/40,K#101010 BLACK; WR#8C1C38 NICOL RED; OG#486038 MOSS; NB#1C2448 NAVY; DG#203824 LAUREL; BN#4C5474 KILT BLUE;,yes,230,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10026,,,Scott Stone,12/01/2009,Commemorative,Yes. The design was developed for weaving by House of Tartan.,
Ivanka Trump (Personal),ivanka-trump-personal,CLR/24 WW4 K8 WW8 K2 WW48 CLR4 WW4 CLR4 WW4 LB2 WW2 MP6 K4 WW/24,CLR#E87878 CORAL; LB#2888C4 LIGHT BLUE; MP#9C68A4 MAUVE; WW#F8F8F8 WILSON WHITE; K#101010 BLACK;,yes,248,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5795,,7843,,,Name,,
Jackson (Personal),jackson-personal,G/10 Y4 P80 WW2 B30 WW2 B2 WW/2,B#2C2C80 BLUE; BL#1474B4 BALMORAL BLUE; WW#FCFCFC WILSON WHITE; P#780078 PURPLE; Y#E8C000 YELLOW; G#006818 GREEN; DY#E8C000 GOLD; AR#E86000 ANC RED;,yes,252,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4894,3044,6317,"Wilton, Brian",22/02/2004,Name,"Yes. May be worn by other Jacksons with the permission of the copyright owner, Michael Jackson.",
Jacobite Dress,jacobite-dress,R/32 DT8 W12 R12 W40 DT30 G8 T30 W2 DT6 W2 T10 R12 G8 W6 B6 W/6,R#DC0000 RED; DT#2A2303 BROWN; W#E0E0E0 WHITE; G#005020 MOD GREEN; T#503C14 BROWN; B#2C4084 BLUE;,yes,422,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1876,1665,,,,Corporate,,
Jacobite Old Sett,jacobite-old-sett,R/18 K2 R6 W10 R12 K10 R8 GO16 Y8 W2 K2 W2 Y8 R12 K2 W4 A2 W/4,A#5C8CA8 AZURE; K#101010 BLACK; DT#441800 DARK BROWN; R#C80000 RED; W#E0E0E0 WHITE; Y#E8C000 YELLOW; GO#BC8C00 DARK GOLD;,yes,234,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,Scottish Tartans Authority,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1877,1603,1603,,01/01/2002,Other,,
Jacobite Silk sash,jacobite-silk-sash,W/2 LR4 R8 W6 G21 W5 Y6 T5 R8 W/2,W#E0E0E0 WHITE; LR#C82828 RED; R#DC0000 RED; G#005020 MOD GREEN; Y#E8C000 YELLOW; T#503C14 BROWN;,yes,130,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1878,1858,,,,Other,,
Jamaican National,jamaican-national,G/10 K4 G48 K16 Y6 K4 Y6 K4 Y/48,G#154D1E BUCKINGHAM GREEN; Y#E8E50C YELLOW(JONQUIL); K#101010 BLACK;,yes,234,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10545,,,West India Committee,08/11/2011,District,,
James (Personal),james-personal,A/8 B24 Y4 DG48 Y4 K24 R/8,A#B4BCC0 AZURE; K#101010 BLACK; DB#202060 DARK BLUE; DG#004828 DARK GREEN; R#C80000 RED; Y#B0B430 YELLOW; WG#408060 WTHRD GREEN; G#006818 GREEN; LSB#C8DCE0 LIGHT SKY; B#242470 BLUE; BL#1474B4 BALMORAL BLUE;,yes,224,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1879,2456,2456,"Scarlett MBE, Jamie",01/10/1997,Name,,
James of Glencarr (Personal),james-of-glencarr-personal,W/6 DG30 B20 R70 W6 DG34 R16 B/16,DY#F09400 GOLD; O#D87C00 ORANGE; W#E0E0E0 WHITE; DG#003820 DARK GREEN; B#2C2C80 BLUE; R#C80000 RED;,yes,374,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5576,,7542,,,Name,,
"Japan–Scotland Society, The",japan-scotland-society-the,P/24 R2 G8 R4 P20 LB40 DB6 LB18 W/2,W#FFFFFF WHITE; LB#281F7C LIGHT BLUE; DB#0D0FB1 DARK BLUE; P#3F127B PURPLE; R#BD0304 RED; G#011E19 GREEN;,yes,222,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10347,,,Strathmore Woollen Company,01/04/2005,Corporate,Yes. To be worn by members of JSS. Others may apply to the JSS for permission to wear or use the tartan.Only to be woven by request of the JSS.,
Jardine,jardine,R4 AA4 OT36 AA4 R4 N36 OT36 DN36,A#5C8CA8 AZURE; B#2C2C80 BLUE; T#604000 BROWN; DT#441800 DARK BROWN; DN#5C5C5C DARK GREY; R#C80000 RED; OT#A46000 OLIVE BROWN; AA#789484 ANC AZURE; N#787878 GRAY;,no,160,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1881,1432,1432,,01/05/1978,Clan; Family,,
Jardine Dress (Clan),jardine-dress-clan,R/26 K2 R6 K2 R6 K20 DW2 B44 DW2 K6 DG64 K/3,DW#B8B8B8; K#101010; R#C80000; B#2C2C80; DG#005030;,yes,337,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/2084/,,,,,,,
Jedforest,jedforest,K/8 RB4 G48 R2 G4 R2 G4 K40 RB48 K2 RB4 K/8,K#101010 BLACK; G#006818 GREEN; R#C80000 RED; RB#1C0070 ROYAL BLUE;,yes,332,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1888,,5301,"Buchan, Alistair",01/01/1996,District,,
Jewell of Kernow (Personal),jewell-of-kernow-personal,W/12 K58 N58 P14 K6 R/6,W#E0E0E0 WHITE; K#101010 BLACK; DN#5C5C5C DARK GREY; P#600060 PURPLE; R#C80000 RED; N#888888 GRAY;,yes,290,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5520,,7478,,,Name,,
Jewish,jewish,GO/4 NB10 N2 DR8 N2 NB4 N2 NB88 AW2 RB6 AW/6,K#101010 BLACK; DN#5C5C5C DARK GREY; LN#C0C0C0 LIGHT GRAY; RB#2800A4 ROYAL BLUE; GO#BC8C00 DARK GOLD; DR#880000 DARK RED; N#888888 GRAY; AW#F0F0D8 ANC WHITE; B#3400D0 BLUE; DB#1C1C50 DARK BLUE; NB#003C64 NAVY BLUE;,yes,258,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5637,,7615,"Wilton, Brian",,Corporate,,
John Muir Way,john-muir-way,B/6 R6 DG16 R6 G16 R6 DG38 T/70,T#604000 BROWN; DG#003C14 DARK GREEN; G#767E52 GREEN; R#C80000 RED; B#5F749C BLUE;,yes,252,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11022,,,"Nicolson, Gordon",13/03/2014,Commemorative,Yes. Developed for weaving by Gordon Nicolson Kiltmakers.Tartan can only be purchased through Gordon Nicolson Kiltmakers.,
"Johnson, J.M.",johnson-j-m,R/16 DG80 KK64 LT8 KK12 W12 KK8 LT72 R24 KK8 R16 KK4 W/8,DG#004C00 DARK GRN; KK#000000 BLACK; LT#A08858 LIGHT BROWN; R#C80000 RED; W#E0E0E0 WHITE;,yes,640,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1896,,5286,West Coast Woolen Mill,01/01/1967,Commemorative,,
Johnston (Clan),johnston-clan,Y/6 G4 K2 G60 AB48 K4 AB4 K/4,Y#E8C000; K#000000; AB#1870A4; G#007800;,yes,254,2,Scottish Tartans Authority; House of Tartan,1/2,Scottish Tartans Authority,Weddslist,http://www.tartansauthority.com/tartan-ferret/display/1063/,,,,,,,
"Johnston, Diana Dress (Personal)",johnston-diana-dress-personal,R/10 B4 R3 B6 W3 B4 W3 B40 G73 K4 B2 Y/6,R#DC0000 RED; B#003C64 BLUE; W#FFFFFF WHITE; G#003C14 GREEN; Y#FCCC00 YELLOW; K#101010 BLACK;,yes,300,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11203,,,"Johnston, Andrew Thomas",12/11/2014,Name,"Yes. This tartan is intended for Diana Johnston, Killalee, and her descendants. It is not to be used for any commercial purpose without clear authority to do so and details of the terms under which this is governed being approved in writing.Permission to weave should be sought from the designer.",
"Johnston, Diana Hunting (Personal)",johnston-diana-hunting-personal,R/4 B2 W2 B56 G52 K4 B2 Y/6,R#DC0000 RED; B#003C64 BLUE; W#FFFFFF WHITE; G#003C14 GREEN; Y#FCCC00 YELLOW; K#101010 BLACK;,yes,246,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=11179,,,"Johnston, Andrew Thomas",11/11/2014,Name,"Yes. This tartan is intended for Diana Johnston, Killalee, and her descendants. It is not to be used for any commercial purpose without clear authority to do so and details of the terms under which this is governed being approved in writing.",
Johnstone/Johnston,johnstone-johnston,K/6 B6 K6 B44 G52 K4 B2 Y/6,K#101010 BLACK; B#2C4084 BLUE; G#005020 MOD GREEN; Y#E8C000 YELLOW;,yes,240,2,Scottish Register of Tartans; Weddslist,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1900,1062,,,,Clan; Family,,
"Joker, The",joker-the,BL/36 K4 BL8 K12 P24 O/2,K#101010 BLACK; BL#1474B4 BALMORAL BLUE; P#780078 PURPLE; R#C80000 RED; O#D87C00 ORANGE;,yes,134,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=4615,,6769,"Garringer, Andy",01/01/2005,Fashion,,
Jon's Theme,jon-s-theme,DB/2 Y4 DB6 B24 DB36 W/2,DB#010542 MIDNIGHT EXPRESS; B#555B7C CHAMBRAY; Y#9E8F00 DARK GOLDENROD; W#FFFFFF WHITE;,yes,144,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10642,,,"Orr, John",17/04/2012,Fashion,"Yes. May be worn by Jon Pittard, his friends, family and their descendants. Anyone bearing the surname 'Pittard' and associated surnames may also wear this tartan.For others to use, permission should be sought from the design owner, Jon Pittard, or his family.",
Jones,jones,LN/4 B30 K16 G50 OG12 LN2 R/8,K#101010 BLACK; DB#202060 DARK BLUE; DG#003820 DARK GREEN; LN#C0C0C0 LIGHT GRAY; OG#5C6428 OLIVE GREEN; R#C80000 RED; B#2C2C80 BLUE; G#006818 GREEN;,yes,232,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1904,2476,2476,"MacDonald, Peter",01/01/1998,Clan; Family,,
Jones-MacGregor,jones-macgregor,DB/4 LB4 DB6 LB16 G8 DB8 G6 DB16 R24 G14 R6 G4 K2 W/2,LB#78A692 LIGHT BLUE; DB#123D59 PACIFIC BLUE; R#D82819 OLD RED; W#F7F1E8 PEROXIDE WHITE; K#101010 BLACK; G#085E23 GREEN;,yes,234,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10727,,,"Jones, Greg",24/10/2012,Name,,
Joss (Clan),joss-clan,R/6 HG2 B4 HG8 B60 K4 B8 K4 B60 HG54 Y6 K6 W/6,R#C80000; B#2C2C80; W#E0E0E0; Y#E8C000; K#101010; HG#285800;,yes,444,2,Scottish Tartans Authority; Weddslist,2/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/2598/,,,,,,,
Jouy (La Chapelle Saint Sulpice) (Personal),jouy-la-chapelle-saint-sulpice-personal,B/10 W10 B10 W10 B30 W2 O4 W2 B42 Y4 B10 K4 Y/8,B#0000FF BLUE; W#FFFFFF WHITE; O#FF8C00 DARKORANGE; Y#FFFF00 YELLOW; K#000000 BLACK;,yes,274,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10827,,,"Jouy, Sylvain",04/05/2013,Name,Yes. Permission must be sought from the designer to wear or weave this tartan.,
"Joy's Fancy, Allen (Personal)",joy-s-fancy-allen-personal,LN12 K180,K#101010 BLACK; LN#C0C0C0 LIGHT GRAY;,no,192,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=5271,,3245,"'Smith Jnr, Dr Philip D",,Name,,
Jubilation (Commemorative),jubilation-commemorative,RB/4 R22 W26 RB60 W26 RB22 W4 RB/16,R#C80000; RB#1C0070; W#E0E0E0;,yes,340,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/2566/,,,,,,,
Jubilee,jubilee,G3 SB24 G8 SB12 G44 DR6 G44 SB48 G6 SB48 G44 MY6 G44 SB12 G8 SB24 G3,DR#880000 DARK RED; G#006818 GREEN; MY#D09800 M YELLOW; SB#A8ACE8 SKY BLUE;,no,384,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,Weddslist,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1911,1911,1911,,01/04/1950,Other,,
Junior Chamber International (Corp),junior-chamber-international-corp,DR/8 HG32 K32 RB8 HG6 RB24 MY/4,DR#880000; K#101010; MY#D09800; HG#285800; RB#1C0070;,yes,216,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/2331/,,,,,,,
Junor (Personal),junor-personal,K/4 R18 LB4 RB4 LB4 RB22 Y4 RB12 R/144,Y#E8C000; K#101010; R#C80000; LB#2888C4; RB#1C0070;,yes,284,2,Scottish Tartans Authority; Weddslist,1/2,Scottish Tartans Authority,Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/2611/,2611,2611,"Jones, Peter Norman",01/01/1996,Name,Yes.,
Jupiter Shop Channel Co Ltd,jupiter-shop-channel-co-ltd,K/12 LR2 K2 LR2 K2 LR10 K4 LR10 K8 LR4 W2 LR80 W/2,W#FFFFFF WHITE; K#101010 BLACK; LR#FC68B4 PINK;,yes,266,2,Scottish Register of Tartans; Scottish Tartans Authority,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=10826,,,"Wilton, Brian",02/02/2013,Corporate,Yes. Weaving and use under the strict control of the copyright owners Jupiter Shop Channel Co. Ltd.,
Justerini & Brooks,justerini-brooks,FG/6 LC20 BBG12 LC22 K12 FG28 LC18 WY28 LC/96,FG#146400 FOREST GREEN; LC#C82800 GOV CRIMSON; WY#DCBC00 YELLOW; K#000000 BLACK; BBG#50783C GREEN OLD ALT;,yes,382,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1915,,5318,"Hutcheson, Colin",01/01/2002,Corporate,,
Justus Hunting (Personal),justus-hunting-personal,RB/12 HG48 MY12 HG12 DR12 HG48 RB/12,DR#880000 DARK RED; HG#285800 HUNTING GREEN; MY#D09800 M YELLOW; RB#1C0070 ROYAL BLUE;,yes,288,2,Scottish Register of Tartans; Weddslist,1/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1921,2499,2499,"Justus, Christopher Carlisle",01/01/1990,Name,,
Justus International (Personal),justus-international-personal,P/48 HG24 P24 WW24 P24 Y24 P/48,WW#FCFCFC; P#780078; Y#E8C000; HG#285800;,yes,336,2,Scottish Tartans Authority; Weddslist,2/2,Scottish Tartans Authority,House of Tartan; Scottish Register of Tartans,http://www.tartansauthority.com/tartan-ferret/display/109/,109,109,"Justus, Christopher",01/01/1982,Fashion,,
K9,k9,R/14 K6 W2 R6 DB44 R10 K6 W4 K6 LT80 W2 K4 R/80,DB#1C1C50 DARK BLUE; K#101010 BLACK; R#C80000 RED; Y#E8C000 YELLOW; W#E0E0E0 WHITE; GO#BC8C00 DARK GOLD; G#006818 GREEN; LT#A08858 LIGHT BROWN;,yes,434,2,Scottish Register of Tartans; Scottish Tartans Authority,2/2,Scottish Register of Tartans,,https://www.tartanregister.gov.uk/tartanDetails.aspx?ref=1924,,7187,,01/01/1977,Other,,
